"data_id","language","form","age","gender","mom_ed","comprehension","production"
36228,"Turkish","WG",13,"Female",NA,54,5
36229,"Turkish","WG",13,"Male",NA,324,19
36230,"Turkish","WG",13,"Male",NA,109,2
36231,"Turkish","WG",13,"Female",NA,96,4
36232,"Turkish","WG",13,"Male",NA,50,15
36233,"Turkish","WG",13,"Female",NA,33,11
36234,"Turkish","WG",13,"Female",NA,391,11
36235,"Turkish","WG",13,"Female",NA,165,5
36236,"Turkish","WG",13,"Female",NA,83,1
36237,"Turkish","WG",13,"Male",NA,72,0
36238,"Turkish","WG",13,"Female",NA,115,1
36239,"Turkish","WG",13,"Male",NA,144,0
36240,"Turkish","WG",13,"Female",NA,173,1
36241,"Turkish","WG",13,"Female",NA,91,0
36242,"Turkish","WG",13,"Female",NA,27,0
36243,"Turkish","WG",13,"Male",NA,206,8
36244,"Turkish","WG",13,"Male",NA,23,0
36245,"Turkish","WG",13,"Male",NA,46,8
36246,"Turkish","WG",13,"Female",NA,81,1
36247,"Turkish","WG",13,"Male",NA,120,14
36248,"Turkish","WG",13,"Female",NA,93,10
36249,"Turkish","WG",13,"Male",NA,66,10
36250,"Turkish","WG",13,"Male",NA,301,119
36251,"Turkish","WG",13,"Male",NA,200,39
36252,"Turkish","WG",13,"Female",NA,67,0
36253,"Turkish","WG",13,"Female",NA,65,0
36254,"Turkish","WG",13,"Female",NA,157,0
36255,"Turkish","WG",13,"Male",NA,78,0
36256,"Turkish","WG",13,"Female",NA,37,0
36257,"Turkish","WG",13,"Male",NA,145,0
36258,"Turkish","WG",13,"Male",NA,12,0
36259,"Turkish","WG",13,"Male",NA,112,0
36260,"Turkish","WG",13,"Female",NA,255,0
36261,"Turkish","WG",13,"Female",NA,168,0
36262,"Turkish","WG",13,"Female",NA,64,0
36263,"Turkish","WG",13,"Male",NA,36,0
36264,"Turkish","WG",13,"Male",NA,226,45
36265,"Turkish","WG",13,"Male",NA,300,7
36266,"Turkish","WG",13,"Male",NA,174,13
36267,"Turkish","WG",13,"Male",NA,193,9
36268,"Turkish","WG",13,"Female",NA,58,10
36269,"Turkish","WG",13,"Female",NA,164,8
36270,"Turkish","WG",13,"Male",NA,119,10
36271,"Turkish","WG",13,"Female",NA,70,1
36272,"Turkish","WG",13,"Female",NA,135,8
36273,"Turkish","WG",13,"Female",NA,18,1
36274,"Turkish","WG",13,"Female",NA,103,0
36275,"Turkish","WG",13,"Male",NA,207,16
36276,"Turkish","WG",13,"Male",NA,225,3
36277,"Turkish","WG",13,"Male",NA,143,9
36278,"Turkish","WG",13,"Male",NA,115,18
36279,"Turkish","WG",13,"Male",NA,291,44
36280,"Turkish","WG",13,"Male",NA,103,28
36281,"Turkish","WG",13,"Male",NA,186,10
36282,"Turkish","WG",13,"Female",NA,56,16
36283,"Turkish","WG",13,"Female",NA,287,39
36284,"Turkish","WG",13,"Male",NA,125,9
36285,"Turkish","WG",13,"Female",NA,140,8
36286,"Turkish","WG",13,"Female",NA,259,22
36287,"Turkish","WG",13,"Female",NA,167,13
36288,"Turkish","WG",13,"Male",NA,134,10
36289,"Turkish","WG",13,"Female",NA,155,30
36290,"Turkish","WG",13,"Female",NA,24,2
36291,"Turkish","WG",13,"Male",NA,177,17
36292,"Turkish","WG",13,"Female",NA,59,0
36293,"Turkish","WG",13,"Male",NA,327,1
36294,"Turkish","WG",13,"Male",NA,131,4
36295,"Turkish","WG",13,"Female",NA,203,22
36296,"Turkish","WG",13,"Female",NA,121,18
36297,"Turkish","WG",13,"Male",NA,103,1
36298,"Turkish","WG",13,"Male",NA,171,0
36299,"Turkish","WG",13,"Female",NA,79,0
36300,"Turkish","WG",13,"Female",NA,23,0
36301,"Turkish","WG",13,"Female",NA,105,0
36302,"Turkish","WG",13,"Male",NA,69,0
36303,"Turkish","WG",13,"Female",NA,43,0
36304,"Turkish","WG",13,"Female",NA,101,0
36305,"Turkish","WG",13,"Male",NA,146,0
36306,"Turkish","WG",13,"Female",NA,69,0
36307,"Turkish","WG",13,"Male",NA,59,0
36308,"Turkish","WG",13,"Male",NA,50,9
36309,"Turkish","WG",13,"Female",NA,116,8
36310,"Turkish","WG",13,"Male",NA,90,27
36311,"Turkish","WG",13,"Female",NA,41,2
36312,"Turkish","WG",13,"Female",NA,58,3
36313,"Turkish","WG",13,"Male",NA,92,9
36314,"Turkish","WG",13,"Female",NA,121,13
36315,"Turkish","WG",13,"Male",NA,75,0
36316,"Turkish","WG",13,"Female",NA,169,12
36317,"Turkish","WG",13,"Male",NA,56,4
36318,"Turkish","WG",13,"Male",NA,144,7
36319,"Turkish","WG",13,"Female",NA,105,10
36320,"Turkish","WG",13,"Female",NA,67,4
36321,"Turkish","WG",13,"Female",NA,34,4
36322,"Turkish","WG",13,"Female",NA,161,29
36323,"Turkish","WG",13,"Male",NA,157,9
36324,"Turkish","WG",14,"Male",NA,186,0
36325,"Turkish","WG",14,"Male",NA,157,24
36326,"Turkish","WG",14,"Female",NA,127,18
36327,"Turkish","WG",14,"Female",NA,154,4
36328,"Turkish","WG",14,"Male",NA,243,13
36329,"Turkish","WG",14,"Female",NA,88,8
36330,"Turkish","WG",14,"Male",NA,119,19
36331,"Turkish","WG",14,"Female",NA,59,5
36332,"Turkish","WG",14,"Female",NA,94,28
36333,"Turkish","WG",14,"Male",NA,228,58
36334,"Turkish","WG",14,"Male",NA,53,9
36335,"Turkish","WG",14,"Male",NA,131,128
36336,"Turkish","WG",14,"Female",NA,291,9
36337,"Turkish","WG",14,"Female",NA,236,26
36338,"Turkish","WG",14,"Male",NA,222,25
36339,"Turkish","WG",14,"Male",NA,170,1
36340,"Turkish","WG",14,"Female",NA,135,37
36341,"Turkish","WG",14,"Male",NA,70,24
36342,"Turkish","WG",14,"Male",NA,29,0
36343,"Turkish","WG",14,"Female",NA,184,25
36344,"Turkish","WG",14,"Male",NA,133,20
36345,"Turkish","WG",14,"Male",NA,242,9
36346,"Turkish","WG",14,"Male",NA,44,0
36347,"Turkish","WG",14,"Male",NA,260,33
36348,"Turkish","WG",14,"Male",NA,113,8
36349,"Turkish","WG",14,"Female",NA,276,32
36350,"Turkish","WG",14,"Female",NA,233,6
36351,"Turkish","WG",14,"Male",NA,303,29
36352,"Turkish","WG",14,"Female",NA,228,20
36353,"Turkish","WG",14,"Female",NA,237,49
36354,"Turkish","WG",14,"Male",NA,173,34
36355,"Turkish","WG",14,"Female",NA,124,27
36356,"Turkish","WG",14,"Male",NA,282,6
36357,"Turkish","WG",14,"Male",NA,88,5
36358,"Turkish","WG",14,"Female",NA,113,41
36359,"Turkish","WG",14,"Female",NA,74,17
36360,"Turkish","WG",14,"Male",NA,398,35
36361,"Turkish","WG",14,"Male",NA,47,2
36362,"Turkish","WG",14,"Female",NA,200,11
36363,"Turkish","WG",14,"Female",NA,349,24
36364,"Turkish","WG",14,"Male",NA,119,17
36365,"Turkish","WG",14,"Male",NA,238,18
36366,"Turkish","WG",14,"Female",NA,159,14
36367,"Turkish","WG",14,"Female",NA,215,28
36368,"Turkish","WG",14,"Female",NA,270,27
36369,"Turkish","WG",14,"Male",NA,133,6
36370,"Turkish","WG",14,"Male",NA,61,4
36371,"Turkish","WG",14,"Male",NA,54,9
36372,"Turkish","WG",14,"Female",NA,95,9
36373,"Turkish","WG",14,"Male",NA,144,15
36374,"Turkish","WG",14,"Female",NA,166,58
36375,"Turkish","WG",14,"Female",NA,280,61
36376,"Turkish","WG",14,"Male",NA,163,0
36377,"Turkish","WG",14,"Male",NA,168,41
36378,"Turkish","WG",14,"Male",NA,163,22
36379,"Turkish","WG",14,"Male",NA,127,24
36380,"Turkish","WG",14,"Female",NA,155,17
36381,"Turkish","WG",14,"Male",NA,341,30
36382,"Turkish","WG",14,"Female",NA,128,33
36383,"Turkish","WG",14,"Male",NA,234,0
36384,"Turkish","WG",14,"Male",NA,52,21
36385,"Turkish","WG",14,"Female",NA,178,0
36386,"Turkish","WG",14,"Male",NA,125,0
36387,"Turkish","WG",14,"Female",NA,236,0
36388,"Turkish","WG",14,"Male",NA,188,0
36389,"Turkish","WG",14,"Female",NA,68,0
36390,"Turkish","WG",14,"Male",NA,102,0
36391,"Turkish","WG",14,"Female",NA,260,0
36392,"Turkish","WG",14,"Female",NA,113,0
36393,"Turkish","WG",14,"Female",NA,251,0
36394,"Turkish","WG",14,"Female",NA,69,0
36395,"Turkish","WG",14,"Male",NA,42,0
36396,"Turkish","WG",14,"Female",NA,183,0
36397,"Turkish","WG",14,"Male",NA,294,12
36398,"Turkish","WG",14,"Female",NA,238,52
36399,"Turkish","WG",14,"Female",NA,314,8
36400,"Turkish","WG",14,"Male",NA,196,40
36401,"Turkish","WG",14,"Female",NA,202,84
36402,"Turkish","WG",14,"Female",NA,197,19
36403,"Turkish","WG",14,"Male",NA,234,11
36404,"Turkish","WG",14,"Male",NA,27,4
36405,"Turkish","WG",14,"Male",NA,306,36
36406,"Turkish","WG",14,"Female",NA,47,19
36407,"Turkish","WG",14,"Male",NA,113,27
36408,"Turkish","WG",14,"Female",NA,114,26
36409,"Turkish","WG",14,"Female",NA,293,11
36410,"Turkish","WG",14,"Female",NA,244,84
36411,"Turkish","WG",14,"Female",NA,201,15
36412,"Turkish","WG",14,"Male",NA,50,5
36413,"Turkish","WG",14,"Female",NA,249,3
36414,"Turkish","WG",14,"Female",NA,202,29
36415,"Turkish","WG",14,"Female",NA,396,320
36416,"Turkish","WG",14,"Male",NA,60,1
36417,"Turkish","WG",14,"Female",NA,140,37
36418,"Turkish","WG",14,"Male",NA,108,9
36419,"Turkish","WG",14,"Male",NA,68,8
36420,"Turkish","WG",14,"Male",NA,68,8
36421,"Turkish","WG",14,"Female",NA,89,0
36422,"Turkish","WG",14,"Male",NA,251,2
36423,"Turkish","WG",14,"Female",NA,122,43
36424,"Turkish","WG",14,"Female",NA,297,5
36425,"Turkish","WG",14,"Male",NA,269,1
36426,"Turkish","WG",14,"Male",NA,112,86
36427,"Turkish","WG",14,"Female",NA,199,30
36428,"Turkish","WG",14,"Male",NA,270,0
36429,"Turkish","WG",14,"Female",NA,184,23
36430,"Turkish","WG",14,"Female",NA,73,14
36431,"Turkish","WG",14,"Male",NA,101,7
36432,"Turkish","WG",14,"Female",NA,373,101
36433,"Turkish","WG",14,"Male",NA,224,25
36434,"Turkish","WG",14,"Male",NA,28,2
36435,"Turkish","WG",14,"Female",NA,242,33
36436,"Turkish","WG",14,"Male",NA,322,30
36437,"Turkish","WG",14,"Male",NA,103,4
36438,"Turkish","WG",14,"Female",NA,214,13
36439,"Turkish","WG",14,"Male",NA,156,32
36440,"Turkish","WG",14,"Female",NA,40,5
36441,"Turkish","WG",14,"Female",NA,232,42
36442,"Turkish","WG",14,"Male",NA,111,0
36443,"Turkish","WG",14,"Female",NA,68,0
36444,"Turkish","WG",14,"Female",NA,71,0
36445,"Turkish","WG",14,"Female",NA,148,0
36446,"Turkish","WG",14,"Male",NA,56,0
36447,"Turkish","WG",14,"Male",NA,145,0
36448,"Turkish","WG",14,"Male",NA,135,0
36449,"Turkish","WG",14,"Male",NA,180,30
36450,"Turkish","WG",14,"Male",NA,57,4
36451,"Turkish","WG",14,"Female",NA,151,11
36452,"Turkish","WG",14,"Female",NA,141,4
36453,"Turkish","WG",14,"Female",NA,395,60
36454,"Turkish","WG",14,"Female",NA,75,9
36455,"Turkish","WG",14,"Male",NA,343,20
36456,"Turkish","WG",14,"Male",NA,279,66
36457,"Turkish","WG",14,"Male",NA,296,13
36458,"Turkish","WG",14,"Female",NA,0,0
36459,"Turkish","WG",14,"Female",NA,27,12
36460,"Turkish","WG",14,"Male",NA,142,7
36461,"Turkish","WG",14,"Female",NA,140,4
36462,"Turkish","WG",14,"Male",NA,38,5
36463,"Turkish","WG",14,"Female",NA,93,4
36464,"Turkish","WG",14,"Female",NA,105,2
36465,"Turkish","WG",14,"Female",NA,226,51
36466,"Turkish","WG",14,"Female",NA,235,26
36467,"Turkish","WG",14,"Female",NA,154,1
36468,"Turkish","WG",14,"Male",NA,312,34
36469,"Turkish","WG",14,"Male",NA,248,41
36470,"Turkish","WG",14,"Female",NA,199,66
36471,"Turkish","WG",15,"Female",NA,133,58
36472,"Turkish","WG",15,"Female",NA,47,9
36473,"Turkish","WG",15,"Male",NA,226,25
36474,"Turkish","WG",15,"Female",NA,137,34
36475,"Turkish","WG",15,"Male",NA,112,40
36476,"Turkish","WG",15,"Female",NA,87,17
36477,"Turkish","WG",15,"Male",NA,38,11
36478,"Turkish","WG",15,"Male",NA,94,7
36479,"Turkish","WG",15,"Male",NA,170,16
36480,"Turkish","WG",15,"Female",NA,331,22
36481,"Turkish","WG",15,"Male",NA,308,33
36482,"Turkish","WG",15,"Female",NA,181,43
36483,"Turkish","WG",15,"Male",NA,330,40
36484,"Turkish","WG",15,"Male",NA,124,2
36485,"Turkish","WG",15,"Female",NA,249,34
36486,"Turkish","WG",15,"Female",NA,186,15
36487,"Turkish","WG",15,"Male",NA,364,28
36488,"Turkish","WG",15,"Male",NA,154,44
36489,"Turkish","WG",15,"Female",NA,269,24
36490,"Turkish","WG",15,"Female",NA,325,14
36491,"Turkish","WG",15,"Female",NA,299,5
36492,"Turkish","WG",15,"Female",NA,174,48
36493,"Turkish","WG",15,"Male",NA,180,19
36494,"Turkish","WG",15,"Male",NA,263,9
36495,"Turkish","WG",15,"Male",NA,354,43
36496,"Turkish","WG",15,"Female",NA,91,5
36497,"Turkish","WG",15,"Female",NA,198,18
36498,"Turkish","WG",15,"Male",NA,185,23
36499,"Turkish","WG",15,"Male",NA,200,1
36500,"Turkish","WG",15,"Male",NA,91,6
36501,"Turkish","WG",15,"Female",NA,19,18
36502,"Turkish","WG",15,"Female",NA,196,51
36503,"Turkish","WG",15,"Male",NA,202,27
36504,"Turkish","WG",15,"Male",NA,80,8
36505,"Turkish","WG",15,"Female",NA,163,0
36506,"Turkish","WG",15,"Female",NA,103,0
36507,"Turkish","WG",15,"Female",NA,263,2
36508,"Turkish","WG",15,"Female",NA,158,0
36509,"Turkish","WG",15,"Male",NA,67,0
36510,"Turkish","WG",15,"Female",NA,197,0
36511,"Turkish","WG",15,"Female",NA,12,0
36512,"Turkish","WG",15,"Female",NA,87,5
36513,"Turkish","WG",15,"Female",NA,135,23
36514,"Turkish","WG",15,"Male",NA,99,3
36515,"Turkish","WG",15,"Male",NA,418,361
36516,"Turkish","WG",15,"Female",NA,309,102
36517,"Turkish","WG",15,"Male",NA,39,8
36518,"Turkish","WG",15,"Male",NA,307,36
36519,"Turkish","WG",15,"Male",NA,351,33
36520,"Turkish","WG",15,"Male",NA,206,0
36521,"Turkish","WG",15,"Female",NA,93,0
36522,"Turkish","WG",15,"Female",NA,151,0
36523,"Turkish","WG",15,"Female",NA,230,0
36524,"Turkish","WG",15,"Female",NA,342,0
36525,"Turkish","WG",15,"Male",NA,123,0
36526,"Turkish","WG",15,"Male",NA,110,0
36527,"Turkish","WG",15,"Female",NA,266,0
36528,"Turkish","WG",15,"Female",NA,152,0
36529,"Turkish","WG",15,"Male",NA,139,0
36530,"Turkish","WG",15,"Female",NA,53,0
36531,"Turkish","WG",15,"Female",NA,302,72
36532,"Turkish","WG",15,"Male",NA,195,18
36533,"Turkish","WG",15,"Male",NA,121,31
36534,"Turkish","WG",15,"Male",NA,222,18
36535,"Turkish","WG",15,"Male",NA,209,48
36536,"Turkish","WG",15,"Female",NA,132,15
36537,"Turkish","WG",15,"Female",NA,282,90
36538,"Turkish","WG",15,"Female",NA,299,24
36539,"Turkish","WG",15,"Male",NA,253,23
36540,"Turkish","WG",15,"Male",NA,289,10
36541,"Turkish","WG",15,"Female",NA,135,45
36542,"Turkish","WG",15,"Female",NA,270,4
36543,"Turkish","WG",15,"Male",NA,147,4
36544,"Turkish","WG",15,"Female",NA,76,14
36545,"Turkish","WG",15,"Male",NA,73,10
36546,"Turkish","WG",15,"Female",NA,45,11
36547,"Turkish","WG",15,"Male",NA,151,9
36548,"Turkish","WG",15,"Male",NA,302,14
36549,"Turkish","WG",15,"Female",NA,262,58
36550,"Turkish","WG",15,"Female",NA,146,6
36551,"Turkish","WG",15,"Female",NA,350,22
36552,"Turkish","WG",15,"Female",NA,292,40
36553,"Turkish","WG",15,"Female",NA,126,25
36554,"Turkish","WG",15,"Male",NA,159,60
36555,"Turkish","WG",15,"Female",NA,345,32
36556,"Turkish","WG",15,"Male",NA,259,11
36557,"Turkish","WG",15,"Male",NA,57,1
36558,"Turkish","WG",15,"Male",NA,175,94
36559,"Turkish","WG",15,"Male",NA,77,14
36560,"Turkish","WG",15,"Female",NA,311,18
36561,"Turkish","WG",15,"Male",NA,289,36
36562,"Turkish","WG",15,"Female",NA,234,17
36563,"Turkish","WG",15,"Female",NA,305,19
36564,"Turkish","WG",15,"Female",NA,257,27
36565,"Turkish","WG",15,"Male",NA,53,20
36566,"Turkish","WG",15,"Male",NA,193,42
36567,"Turkish","WG",15,"Female",NA,220,29
36568,"Turkish","WG",15,"Male",NA,309,138
36569,"Turkish","WG",15,"Male",NA,247,17
36570,"Turkish","WG",15,"Male",NA,247,17
36571,"Turkish","WG",15,"Male",NA,169,27
36572,"Turkish","WG",15,"Male",NA,53,10
36573,"Turkish","WG",15,"Female",NA,210,2
36574,"Turkish","WG",15,"Male",NA,289,14
36575,"Turkish","WG",15,"Female",NA,258,10
36576,"Turkish","WG",15,"Male",NA,394,0
36577,"Turkish","WG",15,"Female",NA,101,0
36578,"Turkish","WG",15,"Female",NA,97,0
36579,"Turkish","WG",15,"Male",NA,163,5
36580,"Turkish","WG",15,"Female",NA,133,46
36581,"Turkish","WG",15,"Male",NA,169,40
36582,"Turkish","WG",15,"Male",NA,110,6
36583,"Turkish","WG",15,"Female",NA,140,6
36584,"Turkish","WG",15,"Female",NA,42,14
36585,"Turkish","WG",15,"Male",NA,71,10
36586,"Turkish","WG",15,"Male",NA,251,20
36587,"Turkish","WG",15,"Female",NA,116,11
36588,"Turkish","WG",15,"Female",NA,143,27
36589,"Turkish","WG",15,"Female",NA,92,16
36590,"Turkish","WG",15,"Male",NA,98,7
36591,"Turkish","WG",15,"Male",NA,113,31
36592,"Turkish","WG",15,"Female",NA,162,31
36593,"Turkish","WG",15,"Female",NA,88,12
36594,"Turkish","WG",15,"Male",NA,223,36
36595,"Turkish","WG",15,"Male",NA,128,20
36596,"Turkish","WG",15,"Female",NA,192,23
36597,"Turkish","WG",15,"Male",NA,286,32
36598,"Turkish","WG",15,"Male",NA,417,412
36599,"Turkish","WG",15,"Female",NA,198,1
36600,"Turkish","WG",15,"Male",NA,208,0
36601,"Turkish","WG",15,"Female",NA,277,0
36602,"Turkish","WG",16,"Male",NA,160,12
36603,"Turkish","WG",16,"Male",NA,290,47
36604,"Turkish","WG",16,"Male",NA,117,30
36605,"Turkish","WG",16,"Female",NA,280,42
36606,"Turkish","WG",16,"Female",NA,341,18
36607,"Turkish","WG",16,"Male",NA,230,58
36608,"Turkish","WG",16,"Male",NA,347,20
36609,"Turkish","WG",16,"Female",NA,131,14
36610,"Turkish","WG",16,"Female",NA,363,74
36611,"Turkish","WG",16,"Female",NA,325,130
36612,"Turkish","WG",16,"Male",NA,101,31
36613,"Turkish","WG",16,"Female",NA,218,46
36614,"Turkish","WG",16,"Male",NA,286,10
36615,"Turkish","WG",16,"Male",NA,43,37
36616,"Turkish","WG",16,"Male",NA,46,27
36617,"Turkish","WG",16,"Male",NA,131,29
36618,"Turkish","WG",16,"Male",NA,85,9
36619,"Turkish","WG",16,"Female",NA,339,47
36620,"Turkish","WG",16,"Female",NA,163,9
36621,"Turkish","WG",16,"Male",NA,265,17
36622,"Turkish","WG",16,"Female",NA,347,0
36623,"Turkish","WG",16,"Female",NA,185,1
36624,"Turkish","WG",16,"Male",NA,217,0
36625,"Turkish","WG",16,"Female",NA,126,1
36626,"Turkish","WG",16,"Male",NA,137,18
36627,"Turkish","WG",16,"Female",NA,161,24
36628,"Turkish","WG",16,"Female",NA,84,28
36629,"Turkish","WG",16,"Male",NA,81,1
36630,"Turkish","WG",16,"Female",NA,261,135
36631,"Turkish","WG",16,"Female",NA,332,25
36632,"Turkish","WG",16,"Male",NA,147,21
36633,"Turkish","WG",16,"Male",NA,207,20
36634,"Turkish","WG",16,"Male",NA,294,0
36635,"Turkish","WG",16,"Female",NA,190,0
36636,"Turkish","WG",16,"Female",NA,239,13
36637,"Turkish","WG",16,"Male",NA,56,2
36638,"Turkish","WG",16,"Male",NA,244,10
36639,"Turkish","WG",16,"Female",NA,166,8
36640,"Turkish","WG",16,"Female",NA,412,29
36641,"Turkish","WG",16,"Male",NA,94,8
36642,"Turkish","WG",16,"Male",NA,110,22
36643,"Turkish","WG",16,"Female",NA,174,49
36644,"Turkish","WG",16,"Female",NA,257,17
36645,"Turkish","WG",16,"Female",NA,29,24
36646,"Turkish","WG",16,"Female",NA,319,98
36647,"Turkish","WG",16,"Female",NA,316,29
36648,"Turkish","WG",16,"Female",NA,184,0
36649,"Turkish","WG",16,"Male",NA,142,0
36650,"Turkish","WG",16,"Male",NA,214,5
36651,"Turkish","WG",16,"Female",NA,116,46
36652,"Turkish","WG",16,"Female",NA,122,10
36653,"Turkish","WG",16,"Male",NA,243,31
36654,"Turkish","WG",16,"Male",NA,95,11
36655,"Turkish","WG",16,"Female",NA,243,240
36656,"Turkish","WG",16,"Female",NA,177,18
36657,"Turkish","WG",16,"Female",NA,187,19
36658,"Turkish","WG",16,"Female",NA,222,107
36659,"Turkish","WG",16,"Female",NA,341,119
36660,"Turkish","WG",16,"Female",NA,164,19
36661,"Turkish","WG",16,"Female",NA,234,78
36662,"Turkish","WG",16,"Male",NA,125,28
36663,"Turkish","WG",16,"Male",NA,162,17
36664,"Turkish","WG",16,"Female",NA,141,15
36665,"Turkish","WG",16,"Female",NA,278,3
36666,"Turkish","WG",16,"Female",NA,170,22
36667,"Turkish","WG",16,"Female",NA,136,19
36668,"Turkish","WG",16,"Male",NA,156,9
36669,"Turkish","WG",16,"Male",NA,280,36
36670,"Turkish","WG",16,"Female",NA,332,44
36671,"Turkish","WG",16,"Male",NA,312,32
36672,"Turkish","WG",16,"Female",NA,312,56
36673,"Turkish","WG",16,"Male",NA,289,32
36674,"Turkish","WG",16,"Female",NA,287,38
36675,"Turkish","WG",16,"Female",NA,410,49
36676,"Turkish","WG",16,"Male",NA,247,10
36677,"Turkish","WS",16,"Male",NA,70,70
36678,"Turkish","WS",16,"Male",NA,18,18
36679,"Turkish","WS",16,"Male",NA,33,33
36680,"Turkish","WS",16,"Male",NA,24,24
36681,"Turkish","WS",16,"Male",NA,5,5
36682,"Turkish","WS",16,"Male",NA,20,20
36683,"Turkish","WS",16,"Male",NA,48,48
36684,"Turkish","WS",16,"Male",NA,140,140
36685,"Turkish","WS",16,"Male",NA,98,98
36686,"Turkish","WS",16,"Male",NA,3,3
36687,"Turkish","WS",16,"Male",NA,18,18
36688,"Turkish","WS",16,"Male",NA,271,271
36689,"Turkish","WS",16,"Male",NA,142,142
36690,"Turkish","WS",16,"Male",NA,131,131
36691,"Turkish","WS",16,"Male",NA,99,99
36692,"Turkish","WS",16,"Male",NA,40,40
36693,"Turkish","WS",16,"Male",NA,70,70
36694,"Turkish","WS",16,"Male",NA,9,9
36695,"Turkish","WS",16,"Male",NA,65,65
36696,"Turkish","WS",16,"Male",NA,67,67
36697,"Turkish","WS",16,"Male",NA,23,23
36698,"Turkish","WS",16,"Male",NA,19,19
36699,"Turkish","WS",16,"Male",NA,24,24
36700,"Turkish","WS",16,"Male",NA,46,46
36701,"Turkish","WS",16,"Male",NA,28,28
36702,"Turkish","WS",16,"Male",NA,27,27
36703,"Turkish","WS",16,"Male",NA,30,30
36704,"Turkish","WS",16,"Male",NA,32,32
36705,"Turkish","WS",16,"Male",NA,113,113
36706,"Turkish","WS",16,"Male",NA,43,43
36707,"Turkish","WS",16,"Male",NA,41,41
36708,"Turkish","WS",16,"Male",NA,285,285
36709,"Turkish","WS",16,"Male",NA,169,169
36710,"Turkish","WS",16,"Male",NA,35,35
36711,"Turkish","WS",16,"Male",NA,51,51
36712,"Turkish","WS",16,"Male",NA,11,11
36713,"Turkish","WS",16,"Male",NA,105,105
36714,"Turkish","WS",16,"Male",NA,3,3
36715,"Turkish","WS",16,"Male",NA,21,21
36716,"Turkish","WS",16,"Male",NA,14,14
36717,"Turkish","WS",16,"Male",NA,26,26
36718,"Turkish","WS",16,"Male",NA,25,25
36719,"Turkish","WS",16,"Male",NA,49,49
36720,"Turkish","WS",16,"Male",NA,129,129
36721,"Turkish","WS",16,"Male",NA,7,7
36722,"Turkish","WS",16,"Male",NA,13,13
36723,"Turkish","WS",16,"Male",NA,78,78
36724,"Turkish","WS",16,"Male",NA,68,68
36725,"Turkish","WS",16,"Male",NA,37,37
36726,"Turkish","WS",16,"Female",NA,87,87
36727,"Turkish","WS",16,"Female",NA,19,19
36728,"Turkish","WS",16,"Female",NA,36,36
36729,"Turkish","WS",16,"Female",NA,238,238
36730,"Turkish","WS",16,"Female",NA,18,18
36731,"Turkish","WS",16,"Female",NA,18,18
36732,"Turkish","WS",16,"Female",NA,37,37
36733,"Turkish","WS",16,"Female",NA,67,67
36734,"Turkish","WS",16,"Female",NA,27,27
36735,"Turkish","WS",16,"Female",NA,129,129
36736,"Turkish","WS",16,"Female",NA,25,25
36737,"Turkish","WS",16,"Female",NA,39,39
36738,"Turkish","WS",16,"Female",NA,224,224
36739,"Turkish","WS",16,"Female",NA,46,46
36740,"Turkish","WS",16,"Female",NA,28,28
36741,"Turkish","WS",16,"Female",NA,25,25
36742,"Turkish","WS",16,"Female",NA,117,117
36743,"Turkish","WS",16,"Female",NA,88,88
36744,"Turkish","WS",16,"Female",NA,60,60
36745,"Turkish","WS",16,"Female",NA,64,64
36746,"Turkish","WS",16,"Female",NA,171,171
36747,"Turkish","WS",16,"Female",NA,32,32
36748,"Turkish","WS",16,"Female",NA,79,79
36749,"Turkish","WS",16,"Female",NA,66,66
36750,"Turkish","WS",16,"Female",NA,120,120
36751,"Turkish","WS",16,"Female",NA,30,30
36752,"Turkish","WS",16,"Female",NA,5,5
36753,"Turkish","WS",16,"Female",NA,17,17
36754,"Turkish","WS",16,"Female",NA,263,263
36755,"Turkish","WS",16,"Female",NA,110,110
36756,"Turkish","WS",16,"Female",NA,21,21
36757,"Turkish","WS",16,"Female",NA,249,249
36758,"Turkish","WS",16,"Female",NA,37,37
36759,"Turkish","WS",16,"Female",NA,115,115
36760,"Turkish","WS",16,"Female",NA,38,38
36761,"Turkish","WS",16,"Female",NA,37,37
36762,"Turkish","WS",16,"Female",NA,67,67
36763,"Turkish","WS",16,"Female",NA,226,226
36764,"Turkish","WS",16,"Female",NA,28,28
36765,"Turkish","WS",16,"Female",NA,21,21
36766,"Turkish","WS",16,"Female",NA,53,53
36767,"Turkish","WS",16,"Female",NA,25,25
36768,"Turkish","WS",16,"Female",NA,38,38
36769,"Turkish","WS",16,"Female",NA,38,38
36770,"Turkish","WS",16,"Female",NA,15,15
36771,"Turkish","WS",16,"Female",NA,429,429
36772,"Turkish","WS",16,"Female",NA,64,64
36773,"Turkish","WS",16,"Female",NA,33,33
36774,"Turkish","WS",16,"Female",NA,71,71
36775,"Turkish","WS",16,"Female",NA,31,31
36776,"Turkish","WS",16,"Female",NA,16,16
36777,"Turkish","WS",16,"Female",NA,45,45
36778,"Turkish","WS",16,"Female",NA,75,75
36779,"Turkish","WS",16,"Female",NA,24,24
36780,"Turkish","WS",16,"Female",NA,100,100
36781,"Turkish","WS",16,"Female",NA,35,35
36782,"Turkish","WS",16,"Female",NA,173,173
36783,"Turkish","WS",16,"Female",NA,17,17
36784,"Turkish","WS",16,"Female",NA,12,12
36785,"Turkish","WS",16,"Female",NA,109,109
